amplifier_id,mea1k_el,pad_id,depth,shank_id,y,x,metal,zone,y_order,x_order,pad_diameter_um,r,g,b,a,shank_name,y_aligned,x_aligned,el_pair,shank_side,mea1k_connectivity,connectivity_order,routed
731,18415,521.0,510.0,1.0,596.0,1090.0,1.0,3.0,8.0,14.0,30.0,227.0,224.0,238.0,1.0,anterior_short_shank,1473.0,2712.0,95.0,right,38.64632494186224,1.0,True
735,21314,401.0,4050.0,1.0,390.0,382.0,1.0,2.0,7.0,5.0,30.0,47.0,139.0,190.0,1.0,anterior_short_shank,1679.0,3420.0,33.0,left,38.28031251711235,3.0,False
739,19524,495.0,4800.0,1.0,526.0,918.0,2.0,3.0,7.0,12.0,30.0,7.0,114.0,177.0,1.0,anterior_short_shank,1543.0,2884.0,59.0,right,38.34835131130523,2.0,False
743,22401,454.0,4710.0,1.0,309.0,610.0,1.0,3.0,4.0,8.0,30.0,11.0,116.0,178.0,1.0,anterior_short_shank,1760.0,3192.0,60.0,right,38.18819731102519,1.0,True
675,21288,482.0,5520.0,1.0,380.0,835.0,2.0,3.0,5.0,11.0,30.0,5.0,97.0,152.0,1.0,anterior_short_shank,1689.0,2967.0,53.0,right,38.318690750015634,1.0,True
235,19326,386.0,3210.0,1.0,536.0,528.0,1.0,2.0,5.0,7.0,30.0,100.0,162.0,203.0,1.0,anterior_short_shank,1533.0,3274.0,26.0,left,38.1584444953158,1.0,True
519,23941,452.0,4830.0,1.0,163.0,610.0,1.0,3.0,2.0,8.0,30.0,5.0,112.0,176.0,1.0,anterior_short_shank,1906.0,3192.0,59.0,right,37.13578298346411,4.0,False
35,15770,538.0,2280.0,1.0,811.0,1177.0,2.0,3.0,11.0,15.0,30.0,153.0,184.0,216.0,1.0,anterior_short_shank,1258.0,2625.0,80.0,right,38.751467942763725,1.0,True
7,17559,367.0,2130.0,1.0,682.0,671.0,1.0,2.0,3.0,9.0,30.0,161.0,187.0,218.0,1.0,anterior_short_shank,1387.0,3131.0,17.0,left,38.646270610788605,1.0,True
175,21098,402.0,1740.0,1.0,390.0,312.0,2.0,2.0,7.0,4.0,30.0,181.0,196.0,223.0,1.0,anterior_short_shank,1679.0,3490.0,14.0,left,38.72729523551202,1.0,True
163,24153,469.0,3750.0,1.0,166.0,758.0,1.0,3.0,2.0,10.0,30.0,65.0,148.0,195.0,1.0,anterior_short_shank,1903.0,3044.0,68.0,right,38.37691031007108,1.0,True
207,20425,449.0,5070.0,1.0,453.0,538.0,1.0,3.0,6.0,7.0,30.0,6.0,108.0,169.0,1.0,anterior_short_shank,1616.0,3264.0,57.0,right,38.38335413847589,1.0,True
67,17109,487.0,2670.0,1.0,738.0,836.0,1.0,3.0,10.0,11.0,30.0,133.0,176.0,211.0,1.0,anterior_short_shank,1331.0,2966.0,77.0,right,36.74941748371361,2.0,False
63,16475,361.0,1770.0,1.0,761.0,383.0,1.0,2.0,2.0,5.0,30.0,179.0,195.0,222.0,1.0,anterior_short_shank,1308.0,3419.0,14.0,left,38.04602868276749,3.0,False
203,22198,407.0,2100.0,1.0,317.0,312.0,2.0,2.0,8.0,4.0,30.0,163.0,188.0,218.0,1.0,anterior_short_shank,1752.0,3490.0,17.0,left,38.43015689481486,2.0,False
107,17566,369.0,2250.0,1.0,684.0,528.0,1.0,2.0,3.0,7.0,30.0,155.0,185.0,216.0,1.0,anterior_short_shank,1385.0,3274.0,18.0,left,38.280855322234665,1.0,True
131,19571,392.0,3570.0,1.0,536.0,93.0,1.0,2.0,5.0,1.0,30.0,77.0,153.0,198.0,1.0,anterior_short_shank,1533.0,3709.0,29.0,left,36.60990585225939,1.0,True
167,18231,379.0,300.0,1.0,609.0,457.0,2.0,2.0,4.0,6.0,30.0,232.0,228.0,240.0,1.0,anterior_short_shank,1460.0,3345.0,2.0,left,38.41266124544288,1.0,True
111,19322,457.0,4980.0,1.0,526.0,611.0,2.0,3.0,7.0,8.0,30.0,5.0,109.0,171.0,1.0,anterior_short_shank,1543.0,3191.0,41.0,left,38.629660396109735,1.0,True
45,14258,334.0,210.0,1.0,925.0,673.0,1.0,2.0,0.0,9.0,30.0,236.0,231.0,242.0,1.0,anterior_short_shank,1144.0,3129.0,1.0,left,38.50405501254805,1.0,True
11,14894,525.0,270.0,1.0,884.0,1088.0,1.0,3.0,12.0,14.0,30.0,234.0,229.0,241.0,1.0,anterior_short_shank,1185.0,2714.0,97.0,right,38.11384843921303,1.0,True
115,17375,376.0,60.0,1.0,682.0,24.0,2.0,2.0,3.0,0.0,30.0,239.0,233.0,243.0,1.0,anterior_short_shank,1387.0,3778.0,0.0,left,38.1242287213829,1.0,True
171,21102,403.0,4170.0,1.0,388.0,240.0,1.0,2.0,7.0,3.0,30.0,41.0,135.0,188.0,1.0,anterior_short_shank,1681.0,3562.0,34.0,left,38.688560420618295,1.0,True
127,20637,464.0,4110.0,1.0,454.0,682.0,1.0,3.0,6.0,9.0,30.0,43.0,137.0,188.0,1.0,anterior_short_shank,1615.0,3120.0,65.0,right,37.888755772075896,1.0,True
187,21297,463.0,5340.0,1.0,382.0,684.0,2.0,3.0,5.0,9.0,30.0,4.0,100.0,157.0,1.0,anterior_short_shank,1687.0,3118.0,44.0,left,38.41304890916473,1.0,True
183,14502,340.0,570.0,1.0,923.0,240.0,1.0,2.0,0.0,3.0,30.0,225.0,222.0,237.0,1.0,anterior_short_shank,1146.0,3562.0,4.0,left,38.11717272460765,1.0,True
53,15375,350.0,1170.0,1.0,841.0,384.0,1.0,2.0,1.0,5.0,30.0,206.0,208.0,229.0,1.0,anterior_short_shank,1228.0,3418.0,9.0,left,36.5644045124809,2.0,False
159,18864,496.0,2070.0,1.0,596.0,918.0,1.0,3.0,8.0,12.0,30.0,165.0,189.0,219.0,1.0,anterior_short_shank,1473.0,2884.0,82.0,right,38.69116717926959,1.0,True
211,20444,397.0,3810.0,1.0,463.0,239.0,1.0,2.0,6.0,3.0,30.0,60.0,146.0,193.0,1.0,anterior_short_shank,1606.0,3563.0,31.0,left,38.26238717581081,1.0,True
135,23065,446.0,4380.0,1.0,237.0,538.0,2.0,3.0,3.0,7.0,30.0,29.0,128.0,184.0,1.0,anterior_short_shank,1832.0,3264.0,36.0,left,38.750605515268326,1.0,True
215,16686,359.0,1650.0,1.0,761.0,528.0,1.0,2.0,2.0,7.0,30.0,184.0,198.0,224.0,1.0,anterior_short_shank,1308.0,3274.0,13.0,left,37.30246230688052,1.0,True
83,16678,357.0,1530.0,1.0,762.0,673.0,1.0,2.0,2.0,9.0,30.0,189.0,200.0,225.0,1.0,anterior_short_shank,1307.0,3129.0,12.0,left,38.603698776311845,1.0,True
147,23958,430.0,5730.0,1.0,164.0,318.0,1.0,3.0,2.0,4.0,30.0,4.0,91.0,143.0,1.0,anterior_short_shank,1905.0,3484.0,47.0,left,38.2631650099481,1.0,True
143,17363,373.0,2490.0,1.0,683.0,239.0,1.0,2.0,3.0,3.0,30.0,143.0,180.0,214.0,1.0,anterior_short_shank,1386.0,3563.0,20.0,left,38.22246615865073,1.0,True
87,15366,348.0,1050.0,1.0,841.0,528.0,1.0,2.0,1.0,7.0,30.0,210.0,211.0,231.0,1.0,anterior_short_shank,1228.0,3274.0,8.0,left,38.20561897722591,1.0,True
151,23966,416.0,2700.0,1.0,172.0,169.0,2.0,2.0,10.0,2.0,30.0,131.0,175.0,211.0,1.0,anterior_short_shank,1897.0,3633.0,22.0,left,38.64468880138207,1.0,True
99,19757,465.0,5460.0,1.0,524.0,684.0,2.0,3.0,7.0,9.0,30.0,4.0,97.0,152.0,1.0,anterior_short_shank,1545.0,3118.0,45.0,left,38.37673425540126,2.0,False
75,18662,377.0,180.0,1.0,608.0,598.0,2.0,2.0,4.0,8.0,30.0,239.0,234.0,244.0,1.0,anterior_short_shank,1461.0,3204.0,1.0,left,38.387985155137294,1.0,True
231,19335,388.0,3330.0,1.0,536.0,384.0,1.0,2.0,5.0,5.0,30.0,92.0,159.0,201.0,1.0,anterior_short_shank,1533.0,3418.0,27.0,left,38.1417094937305,1.0,True
155,22423,408.0,4410.0,1.0,317.0,239.0,1.0,2.0,8.0,3.0,30.0,27.0,126.0,183.0,1.0,anterior_short_shank,1752.0,3563.0,36.0,left,38.45751976287096,1.0,True
223,21326,404.0,1860.0,1.0,388.0,167.0,2.0,2.0,7.0,2.0,30.0,176.0,195.0,222.0,1.0,anterior_short_shank,1681.0,3635.0,15.0,left,38.43433783742159,2.0,False
51,19331,387.0,780.0,1.0,534.0,456.0,2.0,2.0,5.0,6.0,30.0,220.0,219.0,236.0,1.0,anterior_short_shank,1535.0,3346.0,6.0,left,38.34387778374417,2.0,False
79,21111,405.0,4290.0,1.0,388.0,96.0,1.0,2.0,7.0,1.0,30.0,36.0,133.0,187.0,1.0,anterior_short_shank,1681.0,3706.0,35.0,left,36.89945057032736,1.0,True
31,16484,363.0,1890.0,1.0,760.0,240.0,1.0,2.0,2.0,3.0,30.0,174.0,193.0,221.0,1.0,anterior_short_shank,1309.0,3562.0,15.0,left,38.54024679724863,1.0,True
219,19338,389.0,900.0,1.0,536.0,313.0,2.0,2.0,5.0,4.0,30.0,214.0,214.0,233.0,1.0,anterior_short_shank,1533.0,3489.0,7.0,left,38.62197593608997,1.0,True
73,14714,338.0,450.0,1.0,923.0,383.0,1.0,2.0,0.0,5.0,30.0,228.0,225.0,239.0,1.0,anterior_short_shank,1146.0,3419.0,3.0,left,37.94041875199881,2.0,False
773,1494,183.0,10100.0,2.0,1961.0,759.0,2.0,0.0,9.0,10.0,30.0,0.0,102.0,54.0,1.0,anterior_long_shank,108.0,3043.0,86.0,left,38.21096989724754,1.0,True
761,10714,123.0,6710.0,2.0,1242.0,1088.0,2.0,0.0,3.0,14.0,30.0,68.0,173.0,95.0,1.0,anterior_long_shank,827.0,2714.0,57.0,left,38.09802263797536,1.0,True
781,6754,127.0,6870.0,2.0,1530.0,1088.0,2.0,0.0,7.0,14.0,30.0,63.0,168.0,91.0,1.0,anterior_long_shank,539.0,2714.0,59.0,left,38.44794302982012,1.0,True
41,8770,282.0,2920.0,2.0,1374.0,456.0,1.0,1.0,2.0,6.0,30.0,187.0,227.0,149.0,1.0,anterior_long_shank,695.0,3346.0,151.0,right,38.23166329823619,1.0,True
49,8131,269.0,6350.0,2.0,1446.0,94.0,2.0,1.0,6.0,1.0,30.0,88.0,183.0,105.0,1.0,anterior_long_shank,623.0,3708.0,124.0,right,38.33895905407512,1.0,True
765,4138,190.0,8620.0,2.0,1744.0,684.0,1.0,0.0,5.0,9.0,30.0,22.0,122.0,63.0,1.0,anterior_long_shank,325.0,3118.0,100.0,right,37.590057627225626,2.0,False
47,14727,341.0,2260.0,2.0,925.0,169.0,2.0,2.0,0.0,2.0,30.0,214.0,239.0,162.0,1.0,anterior_long_shank,1144.0,3633.0,159.0,right,37.18235961253158,2.0,False
789,3225,101.0,5910.0,2.0,1816.0,1264.0,2.0,0.0,11.0,16.0,30.0,108.0,192.0,115.0,1.0,anterior_long_shank,253.0,2538.0,47.0,left,38.292650080884734,2.0,False
783,12926,330.0,120.0,2.0,1058.0,887.0,1.0,1.0,0.0,12.0,30.0,249.0,253.0,193.0,1.0,anterior_long_shank,1011.0,2915.0,176.0,right,38.38907926068755,1.0,True
777,7844,96.0,6250.0,2.0,1458.0,1264.0,1.0,0.0,6.0,16.0,30.0,93.0,185.0,108.0,1.0,anterior_long_shank,611.0,2538.0,51.0,left,37.73806831566998,1.0,True
769,7630,111.0,6890.0,2.0,1458.0,1175.0,1.0,0.0,6.0,15.0,30.0,62.0,167.0,90.0,1.0,anterior_long_shank,611.0,2627.0,59.0,left,38.26361082851455,1.0,True
39,11648,308.0,1800.0,2.0,1142.0,169.0,1.0,1.0,9.0,2.0,30.0,227.0,244.0,171.0,1.0,anterior_long_shank,927.0,3633.0,165.0,right,37.33114438086479,1.0,True
43,11862,309.0,3960.0,2.0,1142.0,239.0,2.0,1.0,8.0,3.0,30.0,162.0,217.0,138.0,1.0,anterior_long_shank,927.0,3563.0,143.0,right,38.70964023766693,1.0,True
37,10971,301.0,2120.0,2.0,1220.0,458.0,1.0,1.0,4.0,6.0,30.0,220.0,242.0,166.0,1.0,anterior_long_shank,849.0,3344.0,161.0,right,38.12574766486843,1.0,True
785,3889,115.0,7050.0,2.0,1745.0,1175.0,1.0,0.0,10.0,15.0,30.0,59.0,163.0,88.0,1.0,anterior_long_shank,324.0,2627.0,61.0,left,38.349811100908056,1.0,True
233,14246,331.0,2660.0,2.0,924.0,888.0,2.0,2.0,0.0,12.0,30.0,198.0,232.0,154.0,1.0,anterior_long_shank,1145.0,2914.0,154.0,right,38.37974219177384,1.0,True
755,14263,335.0,2500.0,2.0,925.0,598.0,2.0,2.0,0.0,8.0,30.0,204.0,235.0,157.0,1.0,anterior_long_shank,1144.0,3204.0,156.0,right,38.25730357541679,1.0,True
677,3465,158.0,8180.0,2.0,1816.0,918.0,2.0,0.0,9.0,12.0,30.0,30.0,128.0,66.0,1.0,anterior_long_shank,253.0,2884.0,74.0,left,38.483839064954864,1.0,True
681,10689,48.0,2620.0,2.0,1242.0,1529.0,2.0,0.0,3.0,19.0,30.0,201.0,234.0,156.0,1.0,anterior_long_shank,827.0,2273.0,22.0,left,38.03604469413366,1.0,True
77,9849,163.0,10140.0,2.0,1314.0,836.0,1.0,0.0,1.0,11.0,30.0,1.0,103.0,55.0,1.0,anterior_long_shank,755.0,2966.0,86.0,left,38.05954470548485,1.0,True
685,5000,143.0,7510.0,2.0,1674.0,1000.0,2.0,0.0,8.0,13.0,30.0,45.0,145.0,76.0,1.0,anterior_long_shank,395.0,2802.0,67.0,left,38.02866460344491,1.0,True
687,16470,360.0,1200.0,2.0,761.0,456.0,2.0,2.0,2.0,6.0,30.0,237.0,248.0,178.0,1.0,anterior_long_shank,1308.0,3346.0,169.0,right,38.01647155005774,2.0,False
689,13354,120.0,7290.0,2.0,1027.0,1090.0,1.0,0.0,0.0,14.0,30.0,51.0,153.0,81.0,1.0,anterior_long_shank,1042.0,2712.0,64.0,left,36.72988967729346,1.0,True
693,11600,136.0,7930.0,2.0,1172.0,999.0,1.0,0.0,1.0,13.0,30.0,33.0,131.0,66.0,1.0,anterior_long_shank,897.0,2803.0,72.0,left,37.02810136118036,1.0,True
697,4340,144.0,8540.0,2.0,1744.0,1001.0,1.0,0.0,9.0,13.0,30.0,23.0,122.0,63.0,1.0,anterior_long_shank,325.0,2801.0,76.0,left,38.28950614461587,1.0,True
701,7640,140.0,8220.0,2.0,1460.0,1000.0,1.0,0.0,5.0,13.0,30.0,28.0,127.0,65.0,1.0,anterior_long_shank,609.0,2802.0,74.0,left,38.22968182926284,1.0,True
705,10685,33.0,2060.0,2.0,1242.0,1615.0,2.0,0.0,3.0,20.0,30.0,221.0,241.0,166.0,1.0,anterior_long_shank,827.0,2187.0,15.0,left,38.32107002265104,1.0,True
709,1265,160.0,8340.0,2.0,1960.0,918.0,2.0,0.0,11.0,12.0,30.0,26.0,125.0,64.0,1.0,anterior_long_shank,109.0,2884.0,75.0,left,37.68713087765418,2.0,False
71,12751,319.0,3160.0,2.0,1058.0,96.0,2.0,1.0,11.0,1.0,30.0,180.0,225.0,146.0,1.0,anterior_long_shank,1011.0,3706.0,148.0,right,38.68340007058531,1.0,True
713,8735,125.0,6790.0,2.0,1387.0,1090.0,2.0,0.0,5.0,14.0,30.0,65.0,171.0,93.0,1.0,anterior_long_shank,682.0,2712.0,58.0,left,38.155881840375095,1.0,True
715,10505,150.0,7750.0,2.0,1242.0,918.0,2.0,0.0,1.0,12.0,30.0,38.0,136.0,70.0,1.0,anterior_long_shank,827.0,2884.0,70.0,left,38.54942141559668,1.0,True
717,10264,93.0,5480.0,2.0,1242.0,1264.0,2.0,0.0,3.0,16.0,30.0,124.0,200.0,123.0,1.0,anterior_long_shank,827.0,2538.0,43.0,left,37.10040621486935,1.0,True
69,12039,135.0,7190.0,2.0,1100.0,1000.0,2.0,0.0,0.0,13.0,30.0,54.0,157.0,83.0,1.0,anterior_long_shank,969.0,2802.0,63.0,left,38.367352561804125,1.0,True
721,3450,116.0,6470.0,2.0,1816.0,1175.0,2.0,0.0,11.0,15.0,30.0,81.0,179.0,101.0,1.0,anterior_long_shank,253.0,2627.0,54.0,left,38.50432255680335,1.0,True
725,4353,180.0,9420.0,2.0,1745.0,758.0,1.0,0.0,6.0,10.0,30.0,9.0,112.0,58.0,1.0,anterior_long_shank,324.0,3044.0,95.0,right,38.26706487096387,1.0,True
65,12054,316.0,1240.0,2.0,1142.0,744.0,1.0,1.0,1.0,10.0,30.0,236.0,248.0,177.0,1.0,anterior_long_shank,927.0,3058.0,169.0,right,37.7788770984803,1.0,True
733,3248,170.0,9140.0,2.0,1816.0,836.0,2.0,0.0,8.0,11.0,30.0,13.0,115.0,60.0,1.0,anterior_long_shank,253.0,2966.0,80.0,left,38.293918304872726,2.0,False
61,6355,260.0,6670.0,2.0,1591.0,384.0,2.0,1.0,0.0,5.0,30.0,71.0,174.0,96.0,1.0,anterior_long_shank,478.0,3418.0,120.0,right,38.14043320341496,2.0,False
737,3909,169.0,10380.0,2.0,1746.0,836.0,1.0,0.0,7.0,11.0,30.0,1.0,99.0,54.0,1.0,anterior_long_shank,323.0,2966.0,89.0,right,38.28793375106001,1.0,True
59,12734,323.0,2980.0,2.0,1058.0,384.0,2.0,1.0,7.0,5.0,30.0,185.0,226.0,148.0,1.0,anterior_long_shank,1011.0,3418.0,150.0,right,38.4829326416386,1.0,True
793,4769,114.0,6390.0,2.0,1674.0,1178.0,2.0,0.0,9.0,15.0,30.0,84.0,181.0,103.0,1.0,anterior_long_shank,395.0,2624.0,53.0,left,37.98331407718496,1.0,True
57,12719,327.0,2820.0,2.0,1059.0,671.0,2.0,1.0,3.0,9.0,30.0,191.0,229.0,151.0,1.0,anterior_long_shank,1010.0,3131.0,152.0,right,38.12781831905339,1.0,True
745,4979,84.0,4840.0,2.0,1674.0,1352.0,2.0,0.0,9.0,17.0,30.0,140.0,207.0,129.0,1.0,anterior_long_shank,395.0,2450.0,39.0,left,38.42070641126072,1.0,True
55,12730,324.0,600.0,2.0,1058.0,456.0,1.0,1.0,6.0,6.0,30.0,245.0,251.0,184.0,1.0,anterior_long_shank,1011.0,3346.0,173.0,right,36.356178450172784,2.0,False
749,8730,110.0,6230.0,2.0,1387.0,1177.0,2.0,0.0,5.0,15.0,30.0,92.0,184.0,107.0,1.0,anterior_long_shank,682.0,2625.0,51.0,left,38.19800163080838,1.0,True
753,4334,130.0,7690.0,2.0,1745.0,1090.0,1.0,0.0,10.0,14.0,30.0,40.0,139.0,72.0,1.0,anterior_long_shank,324.0,2712.0,69.0,left,38.12948089978831,3.0,False
757,8743,152.0,7830.0,2.0,1387.0,919.0,2.0,0.0,3.0,12.0,30.0,36.0,134.0,68.0,1.0,anterior_long_shank,682.0,2883.0,71.0,left,38.26819581729735,2.0,False
741,4789,168.0,8980.0,2.0,1675.0,836.0,2.0,0.0,6.0,11.0,30.0,18.0,118.0,62.0,1.0,anterior_long_shank,394.0,2966.0,79.0,left,38.3923727437481,1.0,True
809,4984,99.0,5830.0,2.0,1674.0,1264.0,2.0,0.0,9.0,16.0,30.0,112.0,194.0,117.0,1.0,anterior_long_shank,395.0,2538.0,46.0,left,38.53947687468183,1.0,True
799,11145,92.0,6090.0,2.0,1170.0,1262.0,1.0,0.0,2.0,16.0,30.0,99.0,188.0,111.0,1.0,anterior_long_shank,899.0,2540.0,49.0,left,26.370635124864204,1.0,True
891,11579,77.0,5200.0,2.0,1170.0,1353.0,1.0,0.0,2.0,17.0,30.0,131.0,203.0,126.0,1.0,anterior_long_shank,899.0,2449.0,41.0,left,38.38482922128455,1.0,True
893,10254,63.0,3240.0,2.0,1243.0,1440.0,2.0,0.0,3.0,18.0,30.0,177.0,223.0,144.0,1.0,anterior_long_shank,826.0,2362.0,29.0,left,37.34455867460457,1.0,True
902,12435,1.0,0.0,2.0,1099.0,1792.0,2.0,0.0,1.0,22.0,30.0,249.0,253.0,194.0,1.0,anterior_long_shank,970.0,2010.0,0.0,left,37.82355370921935,1.0,True
903,12225,31.0,1980.0,2.0,1100.0,1616.0,2.0,0.0,1.0,20.0,30.0,223.0,242.0,167.0,1.0,anterior_long_shank,969.0,2186.0,14.0,left,37.814214349939945,1.0,True
909,4739,24.0,1740.0,2.0,1672.0,1704.0,2.0,0.0,9.0,21.0,30.0,229.0,245.0,172.0,1.0,anterior_long_shank,397.0,2098.0,11.0,left,38.32283966692913,1.0,True
9,17358,372.0,240.0,2.0,683.0,311.0,2.0,2.0,3.0,4.0,30.0,248.0,252.0,189.0,1.0,anterior_long_shank,1386.0,3491.0,175.0,right,38.41870123821153,2.0,False
921,7605,36.0,2400.0,2.0,1458.0,1616.0,1.0,0.0,6.0,20.0,30.0,208.0,236.0,159.0,1.0,anterior_long_shank,611.0,2186.0,19.0,left,36.62415506807059,1.0,True
922,9365,34.0,2320.0,2.0,1315.0,1616.0,1.0,0.0,4.0,20.0,30.0,213.0,239.0,162.0,1.0,anterior_long_shank,754.0,2186.0,18.0,left,36.98795447349303,1.0,True
929,6734,67.0,3560.0,2.0,1530.0,1438.0,2.0,0.0,7.0,18.0,30.0,173.0,222.0,143.0,1.0,anterior_long_shank,539.0,2364.0,31.0,left,37.858586140375486,1.0,True
936,5614,8.0,680.0,2.0,1602.0,1790.0,1.0,0.0,8.0,22.0,30.0,245.0,252.0,184.0,1.0,anterior_long_shank,467.0,2012.0,4.0,left,37.98637753369554,1.0,True
941,5619,23.0,1840.0,2.0,1602.0,1704.0,1.0,0.0,8.0,21.0,30.0,227.0,244.0,170.0,1.0,anterior_long_shank,467.0,2098.0,12.0,left,37.83460774972613,2.0,False
945,6729,52.0,2780.0,2.0,1530.0,1528.0,2.0,0.0,7.0,19.0,30.0,193.0,230.0,152.0,1.0,anterior_long_shank,539.0,2274.0,24.0,left,38.36527235642484,1.0,True
947,12014,61.0,3100.0,2.0,1098.0,1441.0,2.0,0.0,1.0,18.0,30.0,180.0,224.0,146.0,1.0,anterior_long_shank,971.0,2361.0,28.0,left,38.516894991790096,1.0,True
953,6959,82.0,4680.0,2.0,1528.0,1352.0,2.0,0.0,7.0,17.0,30.0,143.0,208.0,130.0,1.0,anterior_long_shank,541.0,2450.0,38.0,left,38.41134684000313,1.0,True
956,8705,35.0,2140.0,2.0,1387.0,1618.0,2.0,0.0,5.0,20.0,30.0,219.0,241.0,164.0,1.0,anterior_long_shank,682.0,2184.0,16.0,left,38.23961247310811,1.0,True
957,1234,73.0,4040.0,2.0,1961.0,1438.0,2.0,0.0,13.0,18.0,30.0,159.0,215.0,136.0,1.0,anterior_long_shank,108.0,2364.0,34.0,left,37.273145110590825,1.0,True
958,10679,18.0,1280.0,2.0,1242.0,1704.0,2.0,0.0,3.0,21.0,30.0,236.0,247.0,177.0,1.0,anterior_long_shank,827.0,2098.0,8.0,left,37.32717043982547,1.0,True
966,12440,16.0,1120.0,2.0,1098.0,1706.0,2.0,0.0,1.0,21.0,30.0,239.0,249.0,180.0,1.0,anterior_long_shank,971.0,2096.0,7.0,left,30.328347656834254,1.0,True
5,10735,305.0,1960.0,2.0,1220.0,743.0,1.0,1.0,0.0,10.0,30.0,223.0,243.0,168.0,1.0,anterior_long_shank,849.0,3059.0,163.0,right,38.10999510326855,1.0,True
977,4309,55.0,3280.0,2.0,1744.0,1528.0,1.0,0.0,10.0,19.0,30.0,176.0,222.0,144.0,1.0,anterior_long_shank,325.0,2274.0,29.0,left,36.66222426021034,2.0,False
3,10962,303.0,2040.0,2.0,1222.0,600.0,1.0,1.0,2.0,8.0,30.0,221.0,242.0,166.0,1.0,anterior_long_shank,847.0,3202.0,162.0,right,38.16226737404852,2.0,False
985,6935,7.0,480.0,2.0,1530.0,1793.0,2.0,0.0,7.0,22.0,30.0,246.0,252.0,185.0,1.0,anterior_long_shank,539.0,2009.0,3.0,left,36.506394856588805,1.0,True
989,6965,97.0,5750.0,2.0,1530.0,1264.0,2.0,0.0,7.0,16.0,30.0,120.0,199.0,122.0,1.0,anterior_long_shank,539.0,2538.0,45.0,left,38.30069239135483,1.0,True
993,10720,137.0,7270.0,2.0,1244.0,1002.0,2.0,0.0,2.0,13.0,30.0,52.0,154.0,82.0,1.0,anterior_long_shank,825.0,2800.0,64.0,left,38.56641481100406,1.0,True
997,11554,2.0,200.0,2.0,1170.0,1792.0,1.0,0.0,2.0,22.0,30.0,248.0,252.0,190.0,1.0,anterior_long_shank,899.0,2010.0,1.0,left,38.35367223948802,1.0,True
1001,3424,41.0,2380.0,2.0,1816.0,1614.0,2.0,0.0,11.0,20.0,30.0,209.0,237.0,159.0,1.0,anterior_long_shank,253.0,2188.0,19.0,left,38.25821828554099,1.0,True
1005,3875,70.0,4560.0,2.0,1746.0,1440.0,1.0,0.0,10.0,18.0,30.0,148.0,211.0,133.0,1.0,anterior_long_shank,323.0,2362.0,37.0,left,38.31146925576638,1.0,True
1009,4965,39.0,2300.0,2.0,1672.0,1616.0,2.0,0.0,9.0,20.0,30.0,212.0,238.0,161.0,1.0,anterior_long_shank,397.0,2186.0,18.0,left,37.8344298047113,3.0,False
1013,3214,71.0,3880.0,2.0,1818.0,1440.0,2.0,0.0,11.0,18.0,30.0,163.0,217.0,138.0,1.0,anterior_long_shank,251.0,2362.0,33.0,left,38.63821412797359,1.0,True
889,6940,22.0,1600.0,2.0,1531.0,1704.0,2.0,0.0,7.0,21.0,30.0,231.0,246.0,174.0,1.0,anterior_long_shank,538.0,2098.0,10.0,left,38.26425579864704,1.0,True
885,12024,91.0,5320.0,2.0,1098.0,1264.0,2.0,0.0,1.0,16.0,30.0,128.0,201.0,124.0,1.0,anterior_long_shank,971.0,2538.0,42.0,left,37.38474956914968,1.0,True
883,13339,75.0,5040.0,2.0,1027.0,1353.0,1.0,0.0,0.0,17.0,30.0,135.0,205.0,127.0,1.0,anterior_long_shank,1042.0,2449.0,40.0,left,37.92596297731843,1.0,True
881,4955,9.0,640.0,2.0,1674.0,1793.0,2.0,0.0,9.0,22.0,30.0,244.0,251.0,183.0,1.0,anterior_long_shank,395.0,2009.0,4.0,left,38.50053473264226,1.0,True
801,8720,80.0,4520.0,2.0,1387.0,1353.0,2.0,0.0,5.0,17.0,30.0,147.0,210.0,132.0,1.0,anterior_long_shank,682.0,2449.0,37.0,left,38.10800030107094,2.0,False
33,8999,280.0,3000.0,2.0,1376.0,312.0,1.0,1.0,4.0,4.0,30.0,184.0,226.0,147.0,1.0,anterior_long_shank,693.0,3490.0,150.0,right,38.18880576621478,1.0,True
805,5190,54.0,2860.0,2.0,1673.0,1528.0,2.0,0.0,9.0,19.0,30.0,190.0,228.0,150.0,1.0,anterior_long_shank,396.0,2274.0,25.0,left,38.277226196879816,1.0,True
807,15582,347.0,2020.0,2.0,841.0,600.0,2.0,2.0,1.0,8.0,30.0,224.0,244.0,169.0,1.0,anterior_long_shank,1228.0,3202.0,162.0,right,38.40846624827057,1.0,True
817,6105,155.0,9500.0,2.0,1602.0,916.0,1.0,0.0,6.0,12.0,30.0,8.0,110.0,58.0,1.0,anterior_long_shank,467.0,2886.0,82.0,left,33.40964826541767,2.0,False
29,12962,321.0,3060.0,2.0,1059.0,239.0,2.0,1.0,9.0,3.0,30.0,182.0,225.0,146.0,1.0,anterior_long_shank,1010.0,3563.0,149.0,right,38.47702314026684,1.0,True
821,2560,87.0,5850.0,2.0,1888.0,1352.0,1.0,0.0,12.0,17.0,30.0,114.0,196.0,119.0,1.0,anterior_long_shank,181.0,2450.0,46.0,left,38.103476120660645,1.0,True
27,14500,339.0,2340.0,2.0,923.0,312.0,2.0,2.0,0.0,4.0,30.0,211.0,238.0,160.0,1.0,anterior_long_shank,1146.0,3490.0,158.0,right,38.994785020781805,1.0,True
